,genes,ci_test_results,z_test_results,z_test_p_values,mean_diff
0,TMCC1,False,False,0.3459678728551253,-3.5085104418344777
1,RANBP3,True,True,4.8979270001743694e-05,-8.44464256393104
2,GABRG3,False,False,0.49360288726585166,2.1323937317028685
3,ARRDC5,False,True,0.0047350932247942155,-4.435245094323449
4,LRP3,False,False,0.5206716533191154,1.8965744194096885
5,TIMM23,False,False,0.6372286179064353,1.255257968793103
6,TBPL1,False,False,0.4964081935130452,-1.6037551646896517
7,BIRC8,False,False,0.36650094297957203,1.4437632755088659
8,TTC28,False,False,0.451225824176253,-1.0275233525696557
9,C19orf66,True,True,1.9120451001770908e-08,-6.44989606597931
10,ZNF583,False,False,0.3129052005063133,-2.288652802909655
11,NXPH4,False,False,0.9951504802299516,0.022065155953930216
12,MAK,False,False,0.5465671424734382,0.2527213856795625
13,MXD3,True,True,3.448542144147047e-07,-6.253335925889658
14,UCP2,False,False,0.11488467132801194,-58.32070885103451
15,HELB,False,False,0.7151742599947899,0.6177383067089659
16,CCDC25,False,False,0.7010386850057346,0.4870642763241406
17,DHPS,False,False,0.6659679154020257,-0.9984387433793174
18,PAFAH1B2,False,False,0.0541944699502144,3.7880157877930998
19,SIGLEC7,True,True,3.572397815557232e-16,-17.64036488878152
20,CAMLG,False,False,0.6922492523941526,1.6033286644137945
21,KCNQ2,False,False,0.5578047706378157,1.9612700104561283
22,COPS6,False,False,0.9795582900454224,-0.2416605814482864
23,CHCHD3,False,False,0.335335495046868,-3.4223113861379275
24,GSG2,False,False,0.45768064241374384,0.338908574882689
25,CLEC4C,True,True,0.00046142726050348433,-33.63470200560999
26,FAM216A,False,False,0.12040081014642663,1.1608474427510327
27,NONO,False,False,0.1788876516938287,9.903354661379353
28,OTOG,False,False,0.7631930549754588,0.44007363068246913
29,SLC25A47,False,False,0.31778489178990943,0.13649015761033104
30,CHGA,True,False,0.21130479577361405,3.0609297650377387
31,CHM,False,False,0.20038921820556344,1.7120964821379303
32,GABRB2,False,False,0.890745386141454,0.11769951736278772
33,SRGN,True,True,2.931385934408288e-07,-306.59518763220694
34,EDDM3B,False,False,0.28532949412430897,3.153136159854603
35,TRIP11,False,False,0.5873862101401496,0.9415432628000033
36,RNASET2,False,False,0.05579442122011284,-27.669978719310365
37,PPP1R18,True,True,3.038974220829012e-16,-54.169522782965544
38,S1PR1,False,False,0.16441844750175938,-7.18423490359379
39,TANC1,False,False,0.26595687605178064,-1.1250749541808283
40,TAS2R50,False,False,0.21337766737632913,-2.760975664965055
41,CCNF,False,False,0.41219554320195373,1.2309106205903433
42,KIAA1147,False,False,0.284744541436178,2.595968309048274
43,CYBRD1,False,False,0.8313296928559083,-0.9272646752951736
44,VPS25,False,False,0.23259236437020558,-3.9191197128275874
45,RANBP17,False,False,0.595552104124053,-1.1314351064204509
46,PLEKHD1,False,False,0.727789222159116,-0.6024437363351036
47,RAPGEF3,False,False,0.8091721014320912,-0.12333018770517201
48,DLG5,False,False,0.6287888551495424,-1.4546112616081857
49,OR8U8,False,False,0.8047613036855085,0.13238270239189695
50,CCDC85C,False,False,0.2867066429573413,2.5302015675034486
51,ABR,True,True,5.02666144126032e-05,-100.25389361772415
52,HNRNPCL3,True,False,0.23320618409278027,2.3383175865012022
53,NKAP,False,True,0.044039230062255394,-2.7500833194344825
54,TCP11L2,False,False,0.09149825070197243,8.174412860172417
55,LHX9,False,False,0.7181070916881926,0.41862559086082407
56,NEUROD4,False,False,0.3466639047888801,-2.0198630671480595
57,ERBB2,False,False,0.5097433965000362,-9.849241595455169
58,MMP3,False,False,0.7314218543861499,4.490827509733833
59,ENO4,False,False,0.7862718752094073,-0.339035706404881
60,ABCC1,False,False,0.22795864646418307,3.148854142613793
61,IGSF10,False,False,0.5627220089676026,1.8472913438687786
62,CACUL1,False,False,0.3010205180951542,-0.7835340209724126
63,CYB5D1,False,False,0.27340894874208577,1.511936484137932
64,ZNF616,False,False,0.8247831439689455,-0.2932552173724101
65,ELL,False,True,0.015891019146919438,-4.89274525866897
66,SDHAF2,True,True,0.012576576255462336,-5.147723096482757
67,SLC8B1,True,True,5.564918641592989e-05,-3.6347586631599995
68,FAU,True,True,0.009545912618853961,106.151301115862
69,PITHD1,False,False,0.05639865459384213,-5.1703805066896535
70,CD200R1,False,False,0.6251649018728573,0.45520845693496526
71,LRRC32,False,False,0.7497425485888235,0.6597870947360001
72,COPS5,False,True,0.014487635871086585,-5.9780657793103416
73,IDE,False,False,0.11395404638780232,3.707857286427588
74,MRPL38,False,True,0.04380141174352144,-4.6755038280620695
75,TDRD1,True,False,0.24530049909752105,3.3468368241353588
76,IAH1,True,True,0.00046884851630447325,-4.219253204344831
77,HRC,False,False,0.23699579877486388,-1.445273061575587
78,C12orf29,False,False,0.7825148739771047,-0.11812249345931125
79,SLITRK6,False,False,0.383778266826327,1.020655805192838
80,CNFN,False,False,0.1276943201349049,4.598036628822041
81,NFATC2,True,True,5.8425610863344834e-08,-14.98085307636552
82,EIF3L,False,False,0.5052620646545777,2.9199964862827485
83,CBFA2T3,False,False,0.3842063728870242,-3.591005328024835
84,CXorf58,False,False,0.3541958928146447,0.12987307677448273
85,CTRC,True,True,0.0030429684945955924,-1.2024403249788276
86,LAGE3,False,False,0.21145871498949864,3.0314095430689676
87,AMELY,False,False,0.6529098878536821,1.1213264569936001
88,HTN3,False,False,0.05352969681339422,-1.4844229731675855
89,NPTX1,False,False,0.28332702604436066,2.290763418696896
90,FAM179B,False,True,0.016997190271347596,-4.281327838420688
91,OR7D4,False,False,0.5013405733144845,1.71324832424337
92,RSPH3,False,False,0.3404404878737598,1.6864508162482768
93,ELK3,False,False,0.3477404011281634,3.4278767601448266
94,NUP62,False,False,0.18618751381130072,5.389775609103438
95,KIF4A,False,False,0.32120930672893877,2.894151599525861
96,RNF41,False,False,0.5459258568307062,1.3979811868965513
97,AIFM1,False,False,0.4786576195324562,1.8740419579999923
98,LPCAT3,False,False,0.7626640818226655,-0.5759588903241379
99,NUDT22,True,True,0.010181615030959643,-8.27215299155862
100,PINX1,False,False,0.14273665281022538,-2.5504201773724127
101,GKN1,False,False,0.4492263028321699,1.1795883508968963
102,KMT2A,False,False,0.19116068356977312,2.2604930667793113
103,CLTC,False,False,0.8408757766083013,-1.4973844609654918
104,CLGN,False,False,0.30039400338896527,2.4219506952389365
105,PPAPDC1A,False,False,0.6614852455368952,1.4874794674447513
106,RBMXL3,False,False,0.4824618217016302,0.9113459850990728
107,ARMC7,True,True,6.048879023858145e-09,-3.4457330275862077
108,PLOD3,False,True,0.046993841378332464,-15.39394711419311
109,LGI4,False,False,0.4450124884920541,-0.8529610173950117
110,PAQR6,False,True,0.00551232857425006,-1.0133260637033232
111,SLC5A5,False,False,0.40564372017037775,0.5952855198314759
112,MAGED2,False,False,0.2620705228250162,-5.95729140813792
113,PRDM1,False,False,0.10898781639300925,-5.567554448604135
114,DHX57,False,False,0.2743835641542538,1.5619591774275854
115,OR51B5,False,False,0.8101485604912048,-0.39863303500420444
116,KIR3DP1,False,False,0.30599423216726396,3.2637908880969113
117,BPNT1,False,False,0.10052531850970707,4.453023184103451
118,CTBP2,True,True,5.736760284099467e-15,-21.42341832134896
119,RBM24,False,False,0.49564262525749625,1.6487707508449345
120,SLC2A3,False,False,0.18233561474429205,-17.20526495559311
121,UBE2A,False,False,0.47992525631050487,-2.7446521338620755
122,MIPOL1,False,False,0.9572570514900444,-0.027039368324897062
123,EXOC3L4,False,False,0.3533758426225565,2.664465815096268
124,IFNA10,True,True,0.01194845294291541,167.00872530608004
125,PSMA6,False,False,0.8326226546212672,2.528013559103414
126,PTPN2,True,True,0.001415402186020125,-11.3190547947586
127,SWI5,False,True,0.01734696657044902,-6.380648835324138
128,TMEM125,False,False,0.5173409448223332,0.9603812879373583
129,POLR2L,False,False,0.16677283116637753,-6.044421547586211
130,CCDC8,False,False,0.4666145975530407,1.3559444717045404
131,TBC1D3I,False,False,0.3460381716119534,1.9813717000183377
132,SLC24A3,False,False,0.32778437236782454,-0.9506780586402146
133,CASC10,False,False,0.8956716718384671,0.2430174629416486
134,FATE1,False,False,0.710135956128302,0.2380308710131292
135,SERAC1,False,True,0.006883685919391453,-9.146423878257934
136,JAKMIP1,False,True,0.00019829451941514204,-8.76252731701225
137,SLC25A17,False,False,0.2263327149457528,0.8877621455586198
138,PRSS36,False,False,0.8484144599489779,-0.04986788225851724
139,ZSCAN10,False,False,0.661137693369946,0.6407060355429239
140,RIPK4,False,False,0.6742891910482539,-0.7647493065351041
141,HSD3B1,False,False,0.4628142467539378,1.593412290968748
142,TECTB,False,False,0.15523443617685453,-2.102180918009995
143,NFKBIA,False,False,0.5121417793597967,-40.74879089972421
144,ACTR3C,False,False,0.35231945259483954,2.4892598276434503
145,ODF3L1,False,False,0.5711636980493298,1.8621045543131383
146,CES3,False,False,0.42905142497514237,2.2610819926191033
147,CNN1,False,False,0.5710697622197989,-2.1893320725536345
148,SSX5,False,False,0.9202523194893686,-0.3033125817267046
149,AUP1,False,False,0.9620148730936169,0.12471680182759215
150,SMCP,False,False,0.7359770769032616,0.30778929494567864
151,LRPAP1,False,False,0.6012974911351536,0.8218561632827583
152,ITPRIP,True,True,9.133444193944104e-08,-20.248558719965516
153,C2CD4D,False,False,0.2725135607804242,-1.351244966278345
154,SPON1,False,False,0.3913574506213068,2.0184369822795585
155,ANK3,False,False,0.2147850868594673,2.8106561792296514
156,PARM1,True,True,1.184378737430651e-06,4.920184409502967
157,RAB24,True,True,0.0012024933224039501,-9.452617677710343
158,TFF3,False,False,0.6256989552636902,1.6266475607684843
159,FAM98B,False,False,0.5198728528317578,1.9862855430275808
160,SH3PXD2A,False,False,0.20274889245938643,3.431442641213792
161,SERGEF,False,False,0.7502386756575433,-0.8093422137862021
162,MRPL30,False,True,0.01781257692234179,-6.015351724337933
163,CTNNA3,False,False,0.44358083344803745,2.1233731824704964
164,SMOC2,False,False,0.32604198218999714,3.3792288282165317
165,C8orf46,False,False,0.09271444820373703,-4.21425450594918
166,EFCAB14,False,False,0.6401982543455337,-1.640779282758615
167,DPY19L2,False,False,0.057599088530168305,-4.170830242574969
168,CGB7,False,False,0.09269732991088402,-3.002154991353896
169,RGCC,False,False,0.19705399664348133,-11.09499452990621
170,PLAC1,False,False,0.8664164397252939,0.16247224013435302
171,EGR4,False,False,0.6783995973341193,0.29046241830285036
172,GAL3ST3,False,False,0.4491748759027908,1.2072827238097172
173,VGLL1,False,False,0.06544968164337288,-8.09366517331165
174,ZNF835,True,False,0.15610280938459078,0.7635569464570002
175,TM6SF2,False,False,0.5020386393636305,1.2213972955350256
176,FYN,True,True,1.7372511278521332e-20,-127.05521666854486
177,PLA2G15,False,False,0.27406146478107807,-2.091484116337929
178,ACPT,False,False,0.2636139040022417,2.4233821713628414
179,DEFB104A,False,False,0.8558307989123821,0.48028820492956337
180,ITGB1BP2,False,False,0.2195888816484427,-2.660917885443538
181,ACTR6,False,False,0.42494609786507376,-0.6131326557103467
182,WNT5A,False,False,0.47462096551766875,-1.7156086101195296
183,FDCSP,False,False,0.1931839860974065,-3.916344693319758
184,TAC3,False,False,0.2108042829801463,-0.9756136882622808
185,MYO9A,False,False,0.8597308531683119,0.6187915702827596
186,OR51H1,False,False,0.5921150110176534,1.7153700314061953
187,OR5P3,False,False,0.3736911652697066,1.334709525685497
188,GAS8,False,False,0.22059549553130275,0.8449201920406892
189,APOBEC3B,False,False,0.41977147412172144,2.8657923828572365
190,ATF7IP,False,False,0.26107852255527075,3.9910458174965484
191,ANKS6,False,False,0.3455487630258418,-0.5708912613586206
192,CUX2,False,False,0.07371156520436987,-3.1322974836075126
193,POU3F2,False,False,0.9538277224847834,-0.03912507714090008
194,FAM127B,False,False,0.7132860156252168,0.9054204082137893
195,AC037482.2,False,False,0.3811195235983985,-1.5401758145921842
196,DCAF6,False,False,0.5589850746304463,2.322057068034489
197,SLC9C2,False,True,0.0065796234324177584,-6.675314901852792
198,XCR1,False,False,0.780201575711235,0.5898408663672408
199,NOTCH3,False,False,0.9155198535249061,-0.3271803643262068
200,PHB,False,False,0.5263128881255987,-5.79130846751724
201,CMTM7,False,False,0.7245105278184915,0.912276174131037
202,CRHR1,True,False,0.19422180779317233,0.7380666352114108
203,ZNF575,False,False,0.5826920545241042,0.7269970734360953
204,SRRM1,False,False,0.16594814544225744,-3.5696983802069013
205,FTCDNL1,False,False,0.9057323324231941,0.2510358001591726
206,DUSP4,False,False,0.36670961429334636,3.2008600770004882
207,LRWD1,False,False,0.43132398239605174,-3.113744803717239
208,SSPN,True,True,7.664949872383086e-05,6.15935359376862
209,RNF122,False,False,0.17165768335143328,-1.9026926010137934
210,DLAT,True,True,0.012460116264902106,2.636608526448274
211,KCTD19,False,False,0.7625861042058227,0.498375295020828
212,ATG4B,True,True,8.440495765052783e-14,-10.655851938965519
213,CT47A7,False,False,0.3911819677068069,1.7440740636183727
214,ARFRP1,True,True,0.0038364691234466235,-3.7847540589379314
215,ZNF35,False,True,0.023423517256524418,-4.906390819101377
216,MFAP3,False,False,0.10088788398941831,-1.7854130331586227
217,CALHM3,False,False,0.34444081687948325,1.0130943898110893
218,GRIK3,False,False,0.6022418514042482,0.4690415720124394
219,GC,False,False,0.3855780707460361,-0.330601616573582
220,TCEAL3,False,False,0.4402683528046747,-1.0474235829448268
221,ANXA6,True,True,5.54404284512847e-10,-71.84515107675861
222,RAB3IP,False,False,0.8662364450713386,-0.526069276731036
223,P3H4,False,False,0.667236172645169,-0.5930046919682734
224,DYM,False,False,0.345081826439787,-1.6339369760344766
225,UBE2H,False,False,0.10177133109793855,5.6347996883448275
226,BCL2A1,False,False,0.06590502936659562,34.47493810795862
227,ZNF329,False,True,0.002436513104011469,-2.543297444082759
228,OR11H12,False,False,0.3531585588862024,2.111920046659628
229,PDE12,False,False,0.8235602206360301,0.4474729827379349
230,HELT,False,False,0.9494261647349947,0.05890769833886356
231,SERF2,True,True,0.004848930088787938,-81.25815355999987
232,F9,False,False,0.05946855199103202,-0.947000562082699
233,SPR,False,True,0.047674146713724594,3.8250895464141355
234,RP4-559A3.7,False,False,0.6382580562350912,0.6253125285805059
235,UBQLN3,False,False,0.6664518682400792,0.3429771156273254
236,XRN1,False,False,0.5373300720033067,1.6612104490206931
237,ITPKB,False,False,0.056967236099514665,-4.745374578227597
238,ESCO1,False,False,0.05926256858732955,-0.9088959699517289
239,SIRPD,False,False,0.7833961738671431,0.438726762972828
240,TRIM51,False,False,0.24709340823392123,-2.0106481806422334
241,NDUFS5,False,False,0.821468603727964,-3.295868297793106
242,HOOK2,False,False,0.45227103951798675,1.5635167476206906
243,ETFDH,False,False,0.7233344595294049,-0.9746813912965528
244,NUPR1L,False,False,0.8440740673354246,0.5296894935460232
245,PCNA,False,False,0.4709201768554494,-6.5164300102069035
246,SLC19A1,False,False,0.9795961779347837,0.04245693210344825
247,FAM19A1,False,False,0.6771839320069434,0.830895122892743
248,MED4,True,True,1.1941135423103864e-07,-9.916783607310329
249,FOXB2,False,False,0.3065632457037113,2.4964216968395503
250,TMEM139,False,False,0.456877643154901,3.1870740891559106
251,LARP1,False,True,0.007749858308780743,8.020971297379305
252,PIK3CD,True,True,6.657222549972207e-09,-33.08192026389655
253,SET,False,False,0.9167076176568709,-1.2955227951724737
254,SRY,False,False,0.5541632171306321,1.4878558663020516
255,MBTD1,False,False,0.6951159824958268,0.2848839687724123
256,PYCRL,False,False,0.10902596938154502,2.5940378191241376
257,STEAP3,False,False,0.8554438150016805,-0.28712288521958307
258,ZNF721,False,False,0.29315603260840806,2.231790816455174
259,CCDC17,False,False,0.5238244695176665,1.1010150562309762
260,TSPYL4,True,True,0.000547558628486422,-2.8647198989586222
261,ADCY7,True,True,3.635355366920877e-24,-54.625356465268965
262,MRPS15,False,False,0.9479455440279684,0.22355053682757386
263,PDGFA,False,False,0.5442764155202969,1.7882814230110338
264,MTX2,False,False,0.7691619192997484,-0.7323081384620735
265,GRID2,False,False,0.6155158202058844,0.8680627220797515
266,MARVELD1,False,False,0.697456726110178,1.5083052167841338
267,CHRNA6,False,False,0.11875904377329578,-2.031271942223227
268,JAK3,False,True,0.04378058900959253,-5.371356757850343
269,PPARD,False,False,0.23268106994654691,2.5470412384275853
270,LCN2,False,False,0.7504426350522639,12.155573587321442
271,ITGA1,True,True,5.730704200775127e-05,-3.508903527411862
272,CMTM3,True,True,1.731210337697811e-32,-38.083387762179306
273,TST,False,False,0.056477455608220824,-2.9636796971434514
274,RERGL,False,False,0.4498378415343065,-0.1004386855120642
275,CERK,True,True,0.0007831033863774415,-8.797183002737931
276,OR14A16,False,False,0.6909145644232619,0.5998288875507379
277,TRNT1,False,False,0.4295225141810488,1.8132101292137968
278,PAXBP1,False,True,0.0007969310833634477,-7.205143386731034
279,ZNF580,False,False,0.5092724652273438,1.671576569724138
280,GAL3ST2,False,False,0.5065118236225906,1.6290438450368345
281,CCDC154,False,False,0.9575812628972402,-0.04172493109862163
282,IL22,False,False,0.8781302490761803,0.2774519297903413
283,UNC93A,False,False,0.1532351699821715,-1.7617409054276085
284,SLC3A2,False,False,0.200490417061564,21.807956050344842
285,MPP4,False,False,0.8433251004495801,0.42391253172653043
286,AP1S3,False,False,0.28917054622946303,1.8592896565903452
287,TRIM71,False,False,0.5346521985192058,0.23007416183687251
288,HINT1,False,False,0.07266800616598197,23.53557410204138
289,TAP1,False,False,0.11446318464428025,-16.54423172482757
290,RHCE,False,False,0.353169598487592,1.023070898692462
291,LCN15,False,False,0.5873506351941561,1.4641352943794388
292,TNNI3K,False,False,0.9556806943793714,0.055496449457206776
293,ERCC6L,False,False,0.6042472429457402,0.6351732870303453
294,PITX3,False,False,0.7943521025778081,0.6315915634626414
295,DEFB1,False,False,0.8238234875982448,0.7324115549279373
296,CDO1,False,False,0.3830657731090069,2.9694182225648893
297,TBC1D31,True,True,7.149862725599412e-06,-11.621595022697935
298,SRF,False,True,0.04515081422826916,-1.8008060608344891
299,CEP95,False,False,0.8497637732334794,0.43534858509655194
300,APOBEC3D,True,True,0.0010891011205842965,-5.455105178864827
301,DMGDH,False,False,0.6080753149183207,0.11538317813203719
302,AC012314.13,False,False,0.41668430753521957,1.3794279263602136
303,SORCS2,False,False,0.6616954348960433,0.45535363019781383
304,TCIRG1,True,True,1.350214956929319e-13,-170.91700325841376
305,PRAMEF7,False,False,0.5274997610666812,1.1783388969938822
306,SPINK9,False,False,0.2628421180471552,1.5173160631873244
307,PDE6D,False,True,0.021465078012440544,-3.5542864077241347
308,CLEC4D,False,True,0.0007867355074676291,-3.4569518059132944
309,ZNF703,False,False,0.1409158186284363,3.4654510836193104
310,GPR157,True,True,0.018553304126161893,4.577796605510345
311,IGHMBP2,False,False,0.7315292419936767,0.9272957142965517
312,RRN3,False,False,0.44813563630540076,-1.8549608086206888
313,UBE2G2,False,False,0.5162741634218236,-2.050541067110345
314,RBMX2,False,False,0.6945792960964021,0.7053352137103488
315,XIAP,False,False,0.4525284445312333,-0.7424834994965543
316,AGPAT5,True,True,3.2724842713456053e-06,6.182391697331031
317,MATK,True,True,4.5056867200899234e-26,-137.32368834600413
318,HDDC3,False,False,0.23187789225049937,-1.272353920641379
319,FNDC9,False,False,0.7532634358820177,0.8014529777918624
320,FAM65C,False,False,0.34273503079759593,2.2809368631503726
321,TMUB1,False,True,0.010687345640969077,-8.256680475517243
322,SLC12A5,False,False,0.4339721991929709,-1.754663802362276
323,PTPN6,False,False,0.06010873939641493,16.545105786137952
324,RNF213,True,True,5.150665368091126e-05,-27.880278059655183
325,OTX2,False,False,0.35605516960951766,2.75195915696789
326,TMEM160,False,False,0.6839786249330655,-1.4759298409034471
327,SKIL,False,False,0.11522270506908783,6.401682382848268
328,ALPI,False,False,0.3685229584439913,1.997289447230369
329,KSR1,True,True,0.002830522668581895,-7.257528500272414
330,FRA10AC1,False,False,0.7101205599696541,-1.220455600455173
331,DNAJC7,False,False,0.9941218100623902,0.02819750972415136
332,ADCY6,False,False,0.8461828380010445,0.33111850775324125
333,ZNF326,False,False,0.229990729700277,1.9086967737793081
334,SNCG,False,False,0.9582021769145508,0.1661666381471445
335,COG6,False,True,0.020932004811957308,-6.693471621931035
336,POLR3B,False,False,0.3881124898018635,2.7840110921689663
337,RWDD1,True,True,1.5951019732959531e-06,-8.88161664206897
338,METTL13,False,False,0.9131776825373409,0.09094255731723777
339,CISD2,False,False,0.1677290348883811,2.4823790182275864
340,PANK1,False,False,0.06114149207127235,-2.8655156841744827
341,FAM9B,False,False,0.09138108335339525,-2.091808401553
342,FBXL7,False,False,0.8738345033819603,-0.2479810368926212
343,MRE11A,False,False,0.07350297618568313,-4.707246778137932
344,CCDC116,False,False,0.36590697339254896,2.221912762856345
345,CCL25,False,False,0.5618762206745807,-0.4882858333655653
346,MRPS34,False,False,0.19785898126420864,-6.128979034896531
347,NBPF6,False,True,0.048679145121641454,-3.6401159110686834
348,KRTAP26-1,False,False,0.4553375692821653,0.18756483932904278
349,PSMD11,False,True,0.03737083523595071,5.351107493724143
350,ZNF524,True,True,2.9707520850688407e-05,-4.797158773524142
351,SLC22A6,False,False,0.4100416910580209,1.7226512935581806
352,ETV3,False,False,0.9307033308017444,0.26156488043447723
353,ARMC3,False,False,0.4000064195600551,1.2991334862578985
354,ZNF792,False,False,0.8804564096001627,-0.29704969282344873
355,PRSS16,False,False,0.136011536911977,-3.7301051363075652
356,TIMM10,False,False,0.08303553449655489,6.87733496813793
357,VGLL2,False,False,0.6447681078678925,0.541720227658262
358,WDSUB1,False,False,0.12577597114320235,-3.6102175240110324
359,SCGB3A1,False,False,0.49034630992118966,0.6879952378818449
360,PPP1R3F,False,False,0.32319521821032293,-0.6130720275400003
361,DNAJC16,True,True,0.00726255913599367,1.5728913811655172
362,BZRAP1,True,True,9.588097234667065e-24,-70.28872048939104
363,UNCX,False,False,0.34922097137315955,1.2891327393796692
364,THOC7,False,False,0.05350036297654247,-4.992090466413799
365,CT45A2,False,False,0.8109093443294718,0.37470685371734846
366,ZMAT5,True,True,7.135528095927795e-06,-4.495306533875858
367,ZBTB46,False,False,0.5145926940538987,2.500565059839448
368,OR14C36,False,False,0.4845962062102587,-1.0716814448779886
369,NFE2L3,False,False,0.11371583225023123,4.999701078326893
370,EXOC2,False,False,0.6630624213888191,-0.7932670802965482
371,OSM,False,False,0.7487524906597627,-7.440117712136207
372,C10orf90,False,False,0.7500310666366442,-0.6074086945738459
373,ELAC1,False,True,0.042881668928117775,-1.207066515255173
374,GRB14,False,False,0.9223014365370915,0.0962434968559771
375,FCHO2,True,True,0.008869065492190619,-1.9892858938
376,TBCEL,False,False,0.869360320476216,0.3214726554896554
377,GART,False,True,0.044668124415161235,4.787500214965533
378,OAZ2,True,True,0.0036379432098809354,-11.427518855310353
379,RPS6KB1,False,False,0.4225914207575755,2.1591541643448338
380,FAH,False,False,0.1192170573848109,-3.892191351045515
381,ZNFX1,False,False,0.20346507585109241,3.325328147344827
382,BORA,False,False,0.7731845601318332,0.6381060660206916
383,APOA2,False,False,0.7361488411654811,-1.006874183609325
384,TCAP,False,False,0.7273480882524368,-0.229671769509725
385,PLXNA3,False,False,0.178200959783949,3.2456196696689688
386,ERCC6,False,False,0.34100097687361486,-2.285899976317241
387,ERLIN2,False,False,0.5608137548920258,-0.8238332050689614
388,POTEF,True,False,0.23510413962398957,5.725407913205493
389,PLA2G2E,False,False,0.6420202235199045,1.053316072527574
390,HYAL2,False,False,0.18420789453910447,-7.3430501743382735
391,PCDH1,False,False,0.3313455707540841,-2.251080042748372
392,CNGA2,False,False,0.9746553413393557,-0.07670790321233012
393,FGF12,False,False,0.920790836374314,0.3013871943723996
394,ATP6V1H,False,False,0.687291686988637,-8.219230384310379
395,KIAA0226,True,True,5.764301175118397e-06,21.902807134937937
396,C2orf61,False,False,0.5297871263925593,-1.3888883171274893
397,A4GALT,False,False,0.2882855776691644,-1.515037304367655
398,A1BG,False,False,0.3920881309593204,0.631941791487827
399,PRSS48,False,False,0.518781770397413,0.8655340013143114
400,NSA2,False,False,0.9017658861055825,-0.4323924528965364
401,GLS2,False,False,0.4288303295908884,0.9207133375478276
402,NPY1R,False,False,0.3908995763237809,1.2439245917606014
403,IL36G,True,True,0.01093921242772034,4.537525228032668
404,ARHGAP20,False,False,0.9133403990829002,-0.08930816447834466
405,C1orf122,False,False,0.3272730931144543,5.081343304296553
406,KLRG1,True,True,2.992800404721936e-10,-17.875698760491026
407,PM20D1,False,False,0.4832372487621146,1.4349109586822828
408,PPAN-P2RY11,False,False,0.3766167527452362,-1.9023760190150334
409,SEC23B,False,False,0.8167610338250493,0.6314366870344656
410,R3HDM1,False,False,0.9072603291443693,-0.21921772088275304
411,OR2S2,False,False,0.6886734515823298,-0.2748013404426315
412,SRP54,False,False,0.5226040213758372,9.916030035310342
413,ZNF408,False,False,0.5954811523170976,2.0850799217655176
414,API5,False,False,0.08002746627752999,-4.692764906413814
415,EML2,True,True,2.291117019229844e-10,-28.130020936206897
416,TMEM92,False,False,0.9929800866218526,-0.012922620281705655
417,XIRP2,False,True,0.011039362531321642,-2.780713407598314
418,AGBL4,False,False,0.557726575987975,0.7459494537639161
419,FAM195B,True,True,2.5696083834943184e-08,-18.676262176689647
420,ALG1L,False,False,0.9197669161201458,-0.1320765344098609
421,MMP21,False,False,0.8777416455585818,0.16590254973823437
422,WDHD1,False,False,0.592258310770297,0.8794638516068964
423,WFDC10A,False,False,0.4278848974597391,0.7786539987574025
424,ZNHIT6,False,False,0.22978264401890736,-1.0642882252068944
425,GTF3C5,True,True,0.00044174821656976196,-3.908063763034484
426,ELP5,False,False,0.4508154609995596,-1.8260194549655182
427,TPMT,True,True,5.423930947002046e-10,-4.041927331386212
428,ADGRB1,False,False,0.4213646477676811,0.7494078863078828
429,FRK,False,False,0.5796355957961241,1.2504368531765517
430,KIAA1324,False,False,0.44631148504873785,-1.3499577742964348
431,FAM180B,False,False,0.4937561155109764,1.4924545186511717
432,KLHL38,False,False,0.5248154593318806,0.8120456834891399
433,ZNF670,False,False,0.07506187112024498,0.5076567345329659
434,ANTXR1,False,False,0.4250661625658333,3.0167792578395485
435,CYYR1,False,True,0.033234004475875725,-2.721113514920476
436,SMARCC1,False,True,0.04126545035553238,2.2954778151724113
437,OR52J3,False,False,0.8724031831504853,0.08543283286196451
438,COL4A3BP,False,False,0.994272479064222,-0.018407944689663225
439,CD84,False,False,0.5005332795376176,1.6164128048875845
440,MRPL57,False,False,0.05835726078168867,-2.0613903015172355
441,ASB4,False,False,0.18646306237842158,1.8724046882068413
442,S100A2,False,False,0.39290050354747463,24.579484102780434
443,EME2,False,False,0.6814864523287154,1.125549172422207
444,MIDN,True,True,3.9020474350845563e-10,-32.67068694351724
445,CDC37L1,False,False,0.8482276685943815,-0.2791369398689678
446,BDH2,False,True,0.03341875232548884,-3.454118032863448
447,UQCR10,False,True,0.025353773910870587,-11.87488232131038
448,WNT3,False,False,0.10012606267748955,-1.7300595528569658
449,FLOT1,True,True,0.00016630614465808604,-358.6494450533105
450,COQ4,False,False,0.8848970132295182,-0.550307504551725
451,KIAA0319L,False,False,0.5928573326848874,-1.7775695045172384
452,OTUD1,True,True,4.4118836547892284e-08,13.96050096153104
453,NR1I2,False,False,0.6889026782390214,0.9127115162202717
454,ATP5B,False,False,0.6046377377669551,-14.559140390344737
455,STK32B,False,False,0.7646433914207043,0.4664416490051724
456,LCNL1,False,False,0.7179180201639619,0.14537913044984174
457,PCDH7,True,False,0.15689504599157225,4.103878769093219
458,ALDH5A1,False,False,0.5843778887895857,0.6117670805586215
459,PRR35,False,False,0.30892628323590376,1.3823602403802515
460,BLOC1S5,False,False,0.5838090272429027,-1.6211351805475847
461,ADGRG3,True,True,4.7219769359286216e-05,-12.629911519563464
