,genes,ci_test_results,z_test_results,z_test_p_values,mean_diff
11314,FOLR3,False,False,0.20555191473612322,-4.271876554936387
11315,KIR3DX1,True,True,9.84581749702264e-10,-4.0874720966178275
11316,FAM102B,False,False,0.6198535630196071,-1.446339599758618
11317,ICAM1,False,False,0.8977669607711528,-1.5418500886207056
11318,OR6C68,False,False,0.2881628845644807,1.692914570201345
11319,AKAP2,True,True,1.0570938781096075e-07,19.43702352867585
11320,TNFSF12,False,False,0.10766305026014668,-2.963887492797239
11321,PDE7B,False,False,0.6826681856632085,0.44196239278262084
11322,TRIM64B,False,False,0.3340358135347725,0.5395304729521958
11323,SOCS6,False,False,0.6521509988518124,1.7389454126841386
11324,WNT8B,False,False,0.25452767291125933,1.8325654184219387
11325,MRPS24,False,False,0.6751633971409148,2.2961678033792907
11326,SP140,True,True,9.284948730282443e-06,17.98384261442758
11327,TMSB4X,True,True,4.695577786943105e-11,-1944.5114260758628
11328,MYLK4,False,True,0.022985558886954232,-1.8702782713393171
11329,ZFHX2,False,False,0.47482617004172323,0.38860111223241356
11330,SLITRK5,False,False,0.4130063514204949,0.712577284624407
11331,ERCC8,False,False,0.5353148680144897,0.9650466298151716
11332,RAE1,False,False,0.05534045209085831,-2.669669547668967
11333,SOCS7,False,False,0.34886475487613067,2.2208455243172427
11334,C14orf119,False,False,0.2996435483865163,-3.8596914659655184
11335,MBD1,False,False,0.18734124432680777,-2.2943368656551755
11336,PCDHGC3,False,True,0.0035546567801417544,-6.21259675442138
11337,OMP,False,False,0.8355539786518584,0.11675567510773716
11338,RALY,True,True,1.2751099566056985e-12,-31.499610285862047
11339,SMIM6,False,False,0.4908189981371618,-0.9465770464423446
11340,ANGEL1,False,False,0.22516063255980134,-2.9392023375034455
11341,PRDM10,False,False,0.23788035771665528,-0.8131266873931047
11342,KCNE3,False,False,0.108055127366838,-3.82678528331345
11343,VSIG8,False,True,0.012253826233487697,-3.8770016624636616
11344,BLVRA,False,False,0.13273957936290573,-6.843190532482758
11345,MRRF,False,True,0.033001828263482184,2.785594253413791
11346,SLC16A10,False,False,0.6017678364254366,0.535176269206759
11347,NOMO2,False,False,0.9800738314404336,-0.10316219627587486
11348,VWA8,False,False,0.4846203730983635,1.4263364663517244
11349,TRIM33,False,False,0.23954451473979532,-4.1119850846069
11350,CACNG7,False,False,0.3240945577580069,-2.2555148405179617
11351,OR9A2,False,False,0.8696370530385898,0.23961831068743966
11352,TMEM56,True,True,0.04911643173044902,2.146640402322294
11353,ULK2,False,False,0.07951531237437136,-2.409975063611725
11354,ZNF208,True,False,0.0747253245648832,2.1480119131310333
11355,CLDN18,False,False,0.1583393497621327,-3.788345278740402
11356,CELA2A,False,False,0.6201493376778736,-1.3084890915032426
11357,C10orf55,False,False,0.12640354344561588,-3.0284557944265647
11358,TTLL10,False,False,0.40293975562736284,2.2557813148869883
11359,SKP1,False,False,0.14504586463868996,-19.954462723448273
11360,MRPL35,False,False,0.625448126821579,-1.5134309484620587
11361,UTS2B,True,False,0.17684884282906976,4.299540469154482
11362,NAP1L1,True,True,1.8340929297104447e-06,82.29713248551741
11363,LHFPL3,False,False,0.8765338334640084,0.1754179361755578
11364,VIPR2,True,True,4.804251809585517e-06,-3.5454046425125854
11365,TSR2,False,False,0.1760084335239761,-3.2057980262068995
11366,SLC22A12,False,False,0.6998593228100993,1.2535975401581125
11367,C19orf44,False,False,0.38198456684433824,-2.513416802182756
11368,XAGE3,False,False,0.7851605136788264,0.46984088577992156
11369,TRMU,False,True,0.010898740300292252,-1.152629461951724
11370,FCHSD2,True,True,0.0005254828014405043,25.612584145793093
11371,CT47A3,True,False,0.21918477770251277,2.8821599787573797
11372,ADCY10,False,False,0.5412329590556597,-0.8759124000920968
11373,CLUH,True,True,0.010684926589690454,4.970906266062073
11374,EPG5,True,True,1.8826703479285144e-08,-4.153123067855171
11375,GNG8,True,True,0.012620652833892103,15.043268510680551
11376,HSD17B12,False,False,0.19684906313823436,3.498368140951733
11377,AC004158.1,False,False,0.2747255863224831,4.232332439525509
11378,SLFN11,False,True,0.01021798291845817,-8.4476611533793
11379,UTY,False,False,0.8746988313818156,0.22423235629172567
11380,HOXC4,False,False,0.3636053865885509,2.012859444877587
11381,PCIF1,False,False,0.6194407809664466,-1.4292556391724105
11382,FAM96B,True,True,5.395815547957522e-05,-16.381482138827593
11383,HS6ST2,False,False,0.34968966395416434,0.7640532951592638
11384,KCNK3,False,False,0.5976761094894709,0.13519703556463447
11385,TM4SF4,False,False,0.15262188389492917,7.673919977875725
11386,RCOR3,False,False,0.15468082551251477,-2.230525889655169
11387,FAM166B,False,False,0.4619546666048716,-0.29643128605842584
11388,RFXANK,False,False,0.19596264218487136,-2.411945493517244
11389,ATP2C2,True,False,0.14405553374036795,1.3217424369949242
11390,ABCC11,True,False,0.11926155918219106,0.6616592422817137
11391,VPS37A,True,True,0.002291865730274951,-2.8434351038827614
11392,HLA-DMA,True,True,9.10539002760928e-07,67.05101899768962
11393,F8A3,False,False,0.8455476019299469,-0.6072840522317247
11394,MICU2,False,False,0.07362677898504204,-2.457579598344836
11395,THOC5,False,False,0.06757328462074197,-2.296264127310355
11396,BIRC3,True,True,9.474603598006534e-12,69.51104397439309
11397,PCDHGC4,False,False,0.5055180455967847,0.34257236355954823
11398,PTBP3,False,False,0.46478347450272417,-2.421690989241398
11399,BRIX1,False,False,0.07102498590155092,3.63483653424138
11400,SUFU,False,True,0.004906886501164742,-1.1655762605379332
11401,MRAP,False,False,0.5022088392078896,0.44675081806160055
11402,TMEM8B,False,False,0.9863211911027626,-0.05769841391861874
11403,TFF2,False,False,0.06343742605847603,-4.956730963499243
11404,LRRC55,False,False,0.592326519471996,2.0424601263959596
11405,KLF3,False,False,0.13694540432133223,-6.520280661137939
11406,ZNF765,False,False,0.5392847610179009,0.24637608071724326
11407,SERTAD3,False,False,0.06234411677711104,-4.618982111137932
11408,CACNG8,False,False,0.5328737947530826,0.7682870746245517
11409,CCT3,False,False,0.12613723367393972,16.197400306137922
11410,PCDHA5,False,False,0.482283479227709,0.3972177241343378
11411,ELF3,False,False,0.18322742054968288,6.361819680162846
11412,LARS2,False,False,0.9652055052417391,-0.025004209393101107
11413,TAS2R10,False,False,0.4280853283731111,1.9899210357963384
11414,SYK,False,False,0.16806108752322246,7.015666719151724
11415,REV1,False,False,0.3232490384181632,2.5485981452758644
11416,CWH43,False,False,0.38492017729357575,2.627484121588552
11417,AGR2,True,True,0.03443832251203986,66.9765656310698
11418,MEIS3,False,False,0.24546862346191523,-1.6284966342439322
11419,PRR13,True,True,6.013761964036967e-05,-57.65945689689653
11420,RMND5B,False,True,0.022735797384841216,3.514302900255167
11421,ADORA1,False,True,0.015832046356518744,-1.7945976020817656
11422,TOP3A,False,True,0.038981116403100896,-1.501113870641376
11423,ATP2B4,True,True,3.9371094963058094e-16,-29.600112708289657
11424,SBF2,False,False,0.7567918875847754,0.45842360319586284
11425,SLC28A2,False,False,0.7867163146362599,-0.6870061475230025
11426,PIK3R5,True,True,1.7434949243892244e-10,-27.718017755220686
11427,CDC25A,False,False,0.5538234294441347,1.3685579707594488
11428,AADAT,False,False,0.38639384263385657,-1.8393758025501858
11429,PHEX,False,False,0.3625175591219678,-1.6688587699581365
11430,KCNJ11,False,False,0.37809042240140556,1.594236451942207
11431,PAIP1,False,False,0.8558867825191293,0.9706099944137918
11432,UQCR11,True,True,2.427465214884696e-06,-22.256599011310342
11433,SPAG17,False,False,0.4869028887459821,-0.9383027094721903
11434,CDCA7,False,False,0.9053603349326401,-0.27100852642096385
11435,RPS14,True,True,3.054521755553051e-05,280.1115308572407
11436,ARL11,False,False,0.22973768357670954,-0.5010789236691728
11437,AGTPBP1,True,True,1.0579078335095764e-18,-12.873076233751725
11438,PCDHB15,False,False,0.2938380778171863,0.4086704218143744
11439,MXD4,True,True,0.005920332288872198,-10.702597424917244
11440,C4orf48,False,False,0.5433032800741586,1.9132383877999999
11441,PADI2,False,False,0.26403547095851,-4.431202992241211
11442,MUTYH,False,True,0.03781317121030144,-4.667082092206897
11443,QTRTD1,False,False,0.7777657765861964,0.44705933486206817
11444,RIMKLA,False,False,0.30379088312054603,-1.1054438556043584
11445,TKTL1,True,True,1.0121159935059341e-11,-8.17715041012276
11446,NIPSNAP3B,False,False,0.4219988099887034,-0.9261557900627899
11447,AC012314.12,False,False,0.5350724047955291,1.673606747750469
11448,FAM86B2,False,True,0.008380952878303403,-8.914156059682
11449,DCTN5,False,False,0.23468466512768216,-1.7318519308620566
11450,C5orf46,False,False,0.9901704772640808,0.021078907819699122
11451,TNFSF4,False,False,0.26620111475237473,-1.8024766141829671
11452,TFE3,False,False,0.8043765414678234,-0.44852635780689454
11453,CA11,False,False,0.31935476568217347,0.7678538122800003
11454,IMPAD1,False,False,0.8806192490724776,0.4559162460689592
11455,ZNF568,False,True,0.023632647810564684,-4.368050746696548
11456,IRX6,False,False,0.93010676759537,-0.07474304691822753
11457,MTCP1,False,False,0.6183325257564549,1.6382935757468964
11458,AC004556.1,False,False,0.35518128472174293,2.517767270867072
11459,NIPAL4,True,True,0.005990142455874673,2.8329786486915998
11460,SNURF,False,False,0.8755792058271317,-0.4999822400344769
11461,TMPRSS11E,False,False,0.4270408266016307,0.44524108237442594
11462,SMAD6,False,False,0.6617477108500793,0.7508469801195177
11463,NUP160,False,True,0.039209713358725064,2.904186575220688
11464,ALDOC,False,False,0.2582542185606804,-3.159703708062068
11465,MORN3,False,False,0.6797789114757393,0.32836024978848277
11466,TMEM231,True,False,0.14787988682364772,1.2196763047731038
11467,WDR89,False,False,0.8365057494898887,0.38346352813103834
11468,ZC3H18,True,True,3.1813142492595063e-05,-9.91676020370344
11469,KLF4,False,False,0.5805667686592781,-2.4043382319786204
11470,CLIP3,False,False,0.7447403255685557,-0.5296831150399983
11471,TSKU,True,True,0.020903425116596347,7.4083344099565505
11472,ZBTB45,False,False,0.5289791202750735,-0.8328849083862035
11473,METTL1,False,False,0.17991047183832842,3.034940597142068
11474,AC006449.2,True,True,6.424449683164858e-20,-24.426631483611725
11475,GJD4,False,False,0.26183336546896285,1.3985554901228276
11476,SYTL2,True,True,1.645709662971183e-13,-19.04759573030311
11477,CNOT7,False,False,0.7159000135073146,-1.5152849255172356
11478,TREML4,False,False,0.17087006226343837,-0.9520347879421163
11479,CAPS2,False,False,0.9079150209462499,-0.07069740052805518
11480,TAS2R16,False,False,0.8114349795150764,0.20798366673101043
11481,PPDPF,False,False,0.07143885003431477,29.904163474413764
11482,SCD,True,True,0.022681934129297053,44.59664279943446
11483,SLC25A40,False,False,0.38404400359598156,-1.2732068431793113
11484,GPM6B,False,False,0.4213857451107048,-2.043461298362068
11485,TMEM79,False,False,0.7548493719143261,0.20922521851793086
11486,RTN4,False,False,0.20108350014199106,-18.30825042020686
11487,HGF,False,False,0.7059258979599046,1.1796786537221386
11488,FEM1A,False,False,0.8526696882673898,0.26018209060275854
11489,ZNF467,False,True,0.046570911967279145,-3.8415642845371725
11490,RAB19,False,False,0.7346671905925249,0.9275049130569419
11491,STON2,False,False,0.3806613156441381,-1.4765258034192805
11492,NUFIP1,False,False,0.32097129076687814,-2.490653786634483
11493,TOMM34,False,False,0.33960394318055576,-3.838123337862079
11494,MAVS,False,False,0.35300332897181985,-0.7610891959310351
11495,C11orf45,False,False,0.29152257304254736,1.5923871859552328
11496,AMD1,False,False,0.2291672409995945,7.001950274413787
11497,SASS6,False,False,0.4389543637833244,1.3701279716993104
11498,AGXT2,False,False,0.47158151899674494,0.9771934780882607
11499,KRT13,False,False,0.9590299907365998,-0.7582594502866868
11500,NCAN,False,False,0.1251113999538448,-4.896797344114773
11501,PCNXL2,False,False,0.7254200363451645,0.7013737911103437
11502,KLRC4,True,True,5.355416569989816e-11,-31.869757526109726
11503,SRSF10,False,False,0.3163463880788019,3.094537257586225
11504,FAM129B,False,False,0.8880005975221477,0.8022084801032392
11505,MRPL45,False,False,0.6660739116150188,0.7710443224344772
11506,GALNT6,False,False,0.29185864513104387,-2.604183215310343
11507,DZIP1L,False,False,0.7593727131800305,-1.3108481150822504
11508,FP325331.1,False,False,0.5361873551617182,1.4461061312690362
11509,KRTAP6-2,False,True,0.04776397753962862,-2.1133510492656438
11510,AMPD3,True,True,2.7863449782619326e-05,6.877322302317239
11511,THAP5,False,False,0.5617419687550906,0.762243937296553
11512,GAB4,False,False,0.3758885733470507,1.698338581070134
11513,MYO5B,False,False,0.9370824943793712,0.17158987836800055
11514,DHFRL1,False,False,0.8951928924748571,0.16670994092944902
11515,LLPH,False,False,0.5247544713818638,1.445911182896559
11516,SAC3D1,False,False,0.5873003108150094,-0.592676081517931
11517,SMKR1,False,True,0.01967244692188673,-4.406827757480759
11518,AFF2,True,False,0.14599588484384327,3.441490507882035
11519,SLC35B4,False,True,0.005783018281485483,-4.43865598602069
11520,PCSK1,False,False,0.6018427448263439,1.553301917335959
11521,SPOP,False,False,0.8194371797023146,0.3890688220689711
11522,BCAM,True,False,0.052685570316872904,11.608969323333781
11523,ISYNA1,False,False,0.13585982680361341,-4.562411917120691
11524,HNRNPA2B1,False,False,0.8403646671459322,-4.379353224827582
11525,CLDN14,False,False,0.6662390546571504,0.42122815118205525
11526,LGALS12,False,True,0.0009517382830417589,-6.041639336224929
11527,GPR173,False,False,0.35810849037715753,-1.6957112410577935
11528,SKIV2L2,False,False,0.8660161047723178,-0.14500634866206497
11529,TRIM69,False,False,0.1428687239159286,-1.719789126204069
11530,SKAP2,False,False,0.09499125628406233,-4.277517019027584
11531,FKBP1B,False,False,0.5944889527659605,0.3235365069672418
11532,YPEL5,False,False,0.24896686178039906,13.841028976689671
11533,PDP1,False,False,0.3297205702746684,3.7437664183655244
11534,MLXIPL,False,False,0.9974078625110984,-0.00728089181141911
11535,VAT1,False,True,0.038668239047047,-18.098467369586217
11536,MAP1LC3B2,False,False,0.8671022890906652,-0.3221416084802762
11537,RSPO1,False,False,0.4816414527515579,1.0746500870536009
11538,CASC1,False,False,0.3308149142707434,1.0982174252203447
11539,KIAA1549L,False,False,0.15198293800397053,-3.0549284626808997
11540,PCDHGA12,False,False,0.3297012626320246,2.7373606555584824
11541,KRTAP4-4,False,False,0.7095791092013896,-0.2449500245108966
11542,ZSCAN16,False,False,0.16103403359986523,-1.5671789851282742
11543,HSF4,False,False,0.13597810051930573,2.477784302332208
11544,CRACR2A,True,True,3.1979435139948556e-10,-7.0304360572048274
11545,RNF216,False,False,0.8877539617485566,-0.4036189869655189
11546,CABP7,False,False,0.7509173118627601,0.5662774192731175
11547,SUSD3,False,True,0.01788417397129442,7.785893691902761
11548,KIF3A,False,False,0.570930312601156,1.31860225690345
11549,BTBD9,False,False,0.12349484057954632,2.0496576131862074
11550,ANKZF1,False,False,0.34398623760860847,-2.3023820284965524
11551,ANO4,False,False,0.6817920653603766,-0.40916171080552655
11552,PCGF5,False,True,0.040404661234476134,2.847384656255173
11553,GAGE2A,False,False,0.4761360518314357,-4.9087653214601215
11554,TPGS2,False,False,0.8550417277305513,-0.7310272242068976
11555,PCDH9,False,False,0.21877507730873358,1.7423725468165507
11556,ANKS3,False,False,0.2851605692701107,2.680077099751724
11557,RAPGEF2,False,True,0.04997093242970434,-6.51550734611034
11558,PACRGL,False,False,0.37052253979893823,-2.047006313586202
11559,CTDSP1,True,True,1.0868710608386134e-20,-39.42661487900001
11560,IFITM2,True,True,0.00012643236150806139,-672.0500050575172
11561,GOLM1,False,False,0.35055658901858033,3.925336409333113
11562,PCDHA10,False,False,0.8995913079291376,0.18706979622884168
11563,CASK,False,False,0.5286890288942169,0.9160200608965496
11564,C1D,False,True,0.03237645180101811,-2.6214337427586187
11565,RABEP1,True,True,0.00036616510762308286,15.780327969310335
11566,RTEL1,False,False,0.2770817936332153,-3.1623594825103467
11567,TBC1D1,False,False,0.36815638234526815,2.777631553000006
11568,SAFB2,False,False,0.9809412277621109,-0.06045464400001066
11569,CHD9,False,False,0.5908456033893623,1.505195648258617
11570,EPB41L2,False,False,0.06620508020855556,4.9452602197034565
11571,VTN,False,False,0.9609875877369626,0.26243863494075814
11572,CDK2,False,False,0.6735914465652189,1.3564194316068985
11573,TUBAL3,False,False,0.4868528665004288,0.5261018719343036
11574,PPP2CA,False,False,0.4914717190010077,2.3317996024137813
11575,SLC45A2,False,False,0.4642678609813513,2.2993906759388194
11576,ERCC6-PGBD3,False,False,0.41373236015203985,2.7777936640668974
11577,MAD2L1,False,False,0.3793975543660295,1.3583356888331037
11578,ST6GAL1,True,True,1.041328390718446e-08,40.59766033527585
11579,FCER1A,False,False,0.07326022125053176,-34.13678394177847
11580,TLR2,False,False,0.0571294479968604,-6.615158144816206
11581,C12orf76,False,False,0.2036065077947965,2.4730236754689656
11582,WDR86,False,False,0.26910912619196303,4.1041607827098
11583,LMBR1,False,False,0.7096606043517923,-0.46653196965517374
11584,HOXD1,False,False,0.2880130192065953,-0.9302055190658332
11585,KRT85,False,False,0.39605730308169707,1.2203018938462429
11586,ANKRD30A,False,False,0.7417374921577509,-0.373388340537409
11587,AANAT,False,False,0.39518238522478755,-1.9148717637859303
11588,KLRF1,True,True,6.097795894893651e-29,-142.76439743988362
11589,TFPI2,False,False,0.47354828963524087,8.986702667193661
11590,ARMC12,False,False,0.4246271238181285,1.9655645769230345
11591,SEPHS2,False,False,0.9911431155248182,-0.03614338179310295
11592,CKAP2L,False,False,0.3152332588854002,-2.2848223252551714
11593,ZDHHC23,False,True,0.03632495670650703,2.1197645054162058
11594,CAPN10,True,True,0.0011348967966014164,-4.59251071985517
11595,TUBB6,False,False,0.18579477417282597,-12.24473044206897
11596,SMR3A,False,False,0.3970985212960656,2.006799516010993
11597,RXFP4,False,False,0.8981606739276988,-0.41849134065324156
11598,TNFAIP3,True,True,0.001716877786852537,-90.73669501295856
11599,PGM1,False,True,0.007894110492717774,-6.028748101310342
11600,RSPH10B,False,False,0.49845560671926137,-1.417529747619407
11601,COL19A1,True,True,0.00018869688486252526,7.236100160417774
11602,ZSCAN25,False,False,0.7265637274696504,0.5817888253448267
11603,MICU1,False,False,0.22727930902043336,-1.919045818827584
11604,CHPT1,True,True,0.000180076151847577,11.027928556820697
11605,TRGC1,True,True,1.96056353460556e-11,-33.03823591238772
11606,PPT2,False,True,0.007312279562589513,-31.988205614331036
11607,QRFP,False,False,0.9516860806324066,0.16805603244863399
11608,CD2BP2,True,True,2.5206597703352302e-05,-9.50522285903449
11609,ARHGAP19,False,True,0.04399927725478607,-1.2818559087793115
11610,PHKB,True,True,3.3516288988557486e-05,9.398610683724137
11611,HBG2,True,False,0.07730496331214483,6.649673550817199
11612,LAMTOR3,False,False,0.376699706019907,-1.2142232658137928
11613,HSD17B8,False,False,0.261636670675482,2.2982480821137923
11614,CCDC6,True,True,0.0018421715084703221,3.019986089931038
11615,GIMAP2,True,True,4.385472241134613e-10,-26.29436997986206
11616,MAGT1,False,False,0.8148436358726104,-0.497347199724139
11617,PGAP3,False,False,0.4141091009975776,-1.9471823796896555
11618,CT45A1,True,False,0.10037033571217771,2.527325652717968
11619,KCNA6,False,False,0.24362812699702363,-2.6224992835261407
11620,NOL6,False,False,0.2991965457690875,1.4563233555172417
11621,ZDHHC1,False,False,0.9368103449967248,-0.18177766175530952
11622,NSMAF,False,False,0.48031686868422685,2.022692570482768
11623,SPAG4,False,False,0.9954873740592722,0.015315529764412972
11624,SPANXD,False,False,0.22952700015817473,-0.5927631602194657
11625,RBMS2,False,False,0.6924306455811796,0.5217624475172418
11626,LBHD1,False,False,0.06464124309222834,-2.848106605565519
11627,CUL9,False,False,0.7085051579740459,1.2198672573310354
11628,CENPW,False,False,0.48585140230478874,2.1208968810413786
11629,LRFN5,False,False,0.8769688405687822,0.21108549781006314
11630,KMT2C,False,False,0.10751778931564537,-3.0250422749517263
11631,APEX1,False,False,0.21726332879268517,8.451683897034457
11632,TONSL,False,False,0.9148618515593379,0.10498204333103267
11633,EZH1,False,False,0.23505997119998423,-1.8173207379172496
11634,ECH1,False,False,0.41665398777694784,11.824342841034479
11635,ZNF214,False,False,0.8871245475384245,0.4135852850661861
11636,YAF2,False,False,0.054522550663939275,-2.8671930557517236
11637,CH17-8C20.6,False,False,0.5985504451863629,0.3624530482591929
11638,TRPV5,False,False,0.7099965007834688,0.21758366006907284
11639,AADACL2,False,False,0.3013727792006594,-1.6044154298953344
11640,CST4,False,False,0.5255630324218941,0.5328040639284626
11641,TMEM259,False,True,0.009616628697195666,-16.78878776248277
11642,TRIM72,False,False,0.4351985751367269,0.5817586553835172
11643,ICOSLG,True,True,1.436074898112378e-12,28.39379196186207
11644,BCLAF1,False,False,0.17626408498440638,7.565259097517227
11645,OR51B4,False,False,0.5398017523454762,1.3571738020605824
11646,C1QBP,False,False,0.10338302950005764,17.69512433310345
11647,HNMT,False,False,0.42157581893050156,-1.687967839657036
11648,MITD1,False,False,0.09321749136583998,-2.42904899196553
11649,FGD2,True,True,0.007263179761886094,11.639515476882075
11650,OR52N1,False,False,0.4607696481345591,1.4060516214937058
11651,SYNPR,False,False,0.45065397669538343,0.9382927983526379
11652,PSMC1,False,False,0.806874208738982,1.1712778866207003
11653,MGP,False,False,0.6684425184373959,-8.525821457242891
11654,CHCHD2,False,False,0.33673247978863086,-17.846625819310418
11655,GALNT13,True,False,0.2457418020897323,4.363307760283945
11656,MAZ,True,True,0.0001057096581384952,-31.78470730372419
11657,KRTAP12-3,False,False,0.5726269414173859,-0.9296021472911355
11658,PARS2,False,False,0.27551275474443926,0.7467937267682756
11659,TMEM14C,False,False,0.9969829111923648,-0.01662483809655413
11660,HLX,False,False,0.06658573146764797,-3.3267191545448274
11661,STK32A,False,False,0.701561362656413,0.5553631377312027
11662,STK16,True,True,0.012184684299082725,-3.545337578199998
11663,TRIM38,False,True,0.03149257074665456,2.8979545891517233
11664,MAGEA3,False,False,0.39978482592468356,3.530691588692571
11665,CHD5,False,False,0.6112599082814515,0.9208993845702027
11666,OR1K1,False,False,0.8645289397918898,-0.1821994336814149
11667,OR5AS1,False,False,0.7712076390330782,0.22892214939381383
11668,EXO1,False,False,0.19266785428222666,2.019240978959793
11669,PLEKHA8,False,False,0.4169476753483299,1.8245971722068983
11670,TSSK4,False,False,0.7208469713250298,0.9558236997457925
11671,GLB1,False,False,0.14186619522639318,-4.161154200758624
11672,MTERF3,False,False,0.7851939882231409,-1.0171464677241389
11673,PERP,False,False,0.7397411912759799,2.093406371141384
11674,ZCCHC11,False,False,0.3978717236752768,-2.8597583592413827
11675,RBM41,False,False,0.8572129075245363,0.385111338951722
11676,ALG10B,False,False,0.991853469713876,-0.02222202899655379
11677,NR1H2,False,False,0.7688313103235457,1.048948460620693
11678,OR4F3,False,False,0.28994338047343937,1.5268860154155282
11679,PDE6C,False,False,0.44905847233418694,1.4166404320867814
11680,CNBP,False,True,0.02040359222609188,-23.079413291034427
11681,NEDD4,False,False,0.8634584972807062,-0.1919806524906882
11682,PSMB1,False,False,0.111964149814527,-10.85703504517241
11683,BCAS1,False,False,0.22842306111738897,2.041402538963793
11684,USP29,False,False,0.3270753378673652,1.0131713051845308
11685,MMP11,False,False,0.12492034776212183,-16.32093856907793
11686,SERBP1,False,False,0.8300363549548142,1.6608992282758948
11687,CKB,False,False,0.09320823042798755,54.93152307026479
11688,C11orf87,False,False,0.8220929081794137,0.6349002521851719
11689,DESI1,False,False,0.35056186294197844,1.2633273800068956
11690,SPTB,False,False,0.5012332182548362,0.34372305769214984
11691,FZD8,False,False,0.5897700294502958,0.89783098110138
11692,SPATA21,False,False,0.5257445883864414,-1.1344457498815863
11693,GTF3A,False,False,0.06954634367985751,-9.947375221931054
11694,IFT74,False,False,0.2832186385732861,3.378650950544829
11695,SLC17A8,False,False,0.9926819105161179,0.017969771918436184
11696,PSG5,False,False,0.8701343023881617,0.47074997691038156
11697,SRRM4,False,False,0.48843834624196725,-1.24999096752695
11698,CRISP1,False,False,0.30303032412257647,0.3784744093890032
11699,DCAF11,True,True,4.857823920483784e-05,-10.165113839586198
11700,LRRC38,False,False,0.8813723146261919,-0.516450898616152
11701,ST3GAL5,True,True,0.03323476881265392,3.6332429438965583
11702,MRPS10,False,False,0.501448355324039,2.352788752275856
11703,GPIHBP1,False,False,0.9758410663728954,0.03845440278847834
11704,PLCG2,True,True,0.0014758616378281787,13.942089799193113
11705,LHB,False,False,0.22600343387280297,-4.522075732754064
11706,TMPRSS3,False,False,0.5393085645479407,1.6898790237440622
11707,SLC35G3,False,True,0.0052976265840877805,-2.695200613922043
11708,HAPLN2,False,False,0.385306894264263,2.213211324321343
11709,C2orf68,True,True,0.0016616196904716502,-4.473336524910341
11710,TPP1,True,True,1.2474427627211227e-05,-35.910372226551715
11711,ADRM1,False,False,0.9147840200844278,-0.5122800284137838
11712,OGFOD2,False,False,0.5407159792198313,-0.8420903430206881
11713,CSHL1,False,False,0.44373352025913493,2.2779025853483508
11714,CIDEB,True,True,8.63216916457889e-16,-25.27632774650758
11715,ALX1,False,False,0.9046708608440666,0.1510696029150338
11716,STAG3L5P-PVRIG2P-PILRB,True,True,1.296758497944225e-12,-21.353702603372426
11717,PRAP1,False,False,0.4030322566100313,2.6870583000046198
11718,DIEXF,False,False,0.33163185020686725,-0.9192106739606878
11719,CHMP2B,False,False,0.6107917511936736,-0.868210522896554
11720,CDX2,False,False,0.4143140421164323,0.8825210323486309
11721,TAF7L,False,False,0.32683020928621476,1.2182029756142414
11722,GPAT2,False,False,0.8915754412308581,0.17567909156429673
11723,ZNF730,False,False,0.8498319867954318,-0.38953657985622714
11724,TIGAR,False,False,0.21877963984816484,-0.9777757858551741
11725,MATN3,False,False,0.7632453679976392,0.5662078190886488
11726,FPR2,False,False,0.05713035760944511,-10.771726408830586
11727,SPATA2,False,False,0.4281017912753897,1.1596871172000007
11728,APOC1,False,False,0.11467523666139988,60.56206209025483
11729,GAB3,True,True,5.299792917078436e-20,-13.180367874279998
11730,WDR6,False,False,0.4333538231050833,3.328127089793071
11731,FAM83B,False,False,0.6112845421766426,0.655207419941134
11732,SLU7,False,False,0.3247680462484158,-2.1114183481379243
11733,ARSJ,False,False,0.7509678300877949,0.29881784635195885
11734,TSPAN31,False,False,0.5079989711716799,-1.021050219551725
11735,RNPEPL1,True,True,3.838147721691456e-19,-17.596305740503453
11736,ECHDC3,False,False,0.17728628125955836,2.4988254567792403
11737,PAK6,False,False,0.4764458426633539,-1.8704569648086222
11738,MAGEA4,False,False,0.21693355743358855,7.9166836459298615
11739,COX15,False,False,0.16631254001179507,3.418392405000006
11740,TIMM21,False,False,0.32090917515824824,2.631689042917243
11741,PPM1G,False,True,0.04433571109025648,-9.362966662620693
11742,CHIC2,True,True,0.015468253148859811,-6.808440234620697
11743,OR1J1,False,True,0.04446491909750904,-3.182309212723843
11744,CDC42BPB,False,False,0.28452520725988184,3.1816968640965477
11745,SHROOM4,False,False,0.6251346618015968,-0.2597373414327451
11746,COLGALT2,False,False,0.769445721787708,-0.9316958919793112
11747,IL17RA,True,True,7.53028155045686e-05,-12.437893112944831
11748,MUSTN1,False,False,0.574950545639175,1.4027747747532473
11749,EPB42,False,False,0.3545401501587978,1.613366300701662
11750,SPNS1,False,True,0.0007606369632073555,-9.35405547027586
11751,DEFA1B,False,False,0.877205213911328,-1.274699697003289
11752,INMT,False,False,0.5685016845067128,-0.21893448212932376
11753,TEAD1,False,False,0.19771496240463615,3.2569524585689944
11754,TYW1,False,False,0.949694158826815,-0.07578075285517372
11755,GMEB2,False,False,0.3589988519128684,3.3460081730758624
11756,CCDC87,False,True,0.044179746792839404,-5.987817618447194
11757,FICD,False,False,0.5217960379471849,0.832321693751723
11758,HIGD1B,False,False,0.894213628604897,0.18584920495138046
11759,LIG4,False,False,0.7973253494224392,-0.40922391586206963
